% parameter values,,,,,,,,,,,,,
frameNumber,ancestors,birthframe,box,descendants,divisions,mesh,length,area,polarity,signal0,spots,objects,cellId;
#26, ,1,71;42;77;84, , ,99.2569 100.962 102.462 103.252 103.867 104.282 104.608 104.947 105.173 105.354 105.514 105.684 105.883 106.099 106.3 106.506 106.748 107.024 107.307 107.585 107.907 108.264 108.639 109.06 109.475 109.939 110.42 110.939 111.469 112.039 112.63 113.271 113.901 114.551 115.204 115.858 116.518 117.201 117.867 118.566 119.277 120.009 120.758 121.511 122.249 122.997 123.733 124.427 125.017 124.93 ;103.958 103.451 102.428 101.421 100.429 99.4614 98.523 97.6184 96.7454 95.9014 95.0825 94.2859 93.5111 92.756 92.013 91.2831 90.5724 89.8811 89.198 88.5145 87.8482 87.1939 86.5398 85.9006 85.2412 84.6013 83.9588 83.3331 82.7051 82.1052 81.5203 80.9859 80.4427 79.925 79.4173 78.9165 78.4243 77.9636 77.4649 77.0059 76.5433 76.0917 75.6334 75.1304 74.5266 73.8797 73.1298 72.2155 70.9908 68.0378 ;99.2569 97.4389 96.2496 95.2719 94.6761 94.184 93.7885 93.5125 93.2746 93.2008 93.2876 93.4488 93.6044 93.7519 93.9757 94.3087 94.6618 95.0725 95.5433 96.0462 96.6272 97.2812 97.9787 98.7087 99.4503 100.229 101.025 101.834 102.67 103.51 104.353 105.207 106.084 106.976 107.872 108.83 109.824 110.833 111.876 112.908 113.981 115.029 116.113 117.219 118.329 119.471 120.635 121.827 123.111 124.93 ; 103.958 103.502 102.518 101.526 100.516 99.4835 98.4208 97.3257 96.1967 95.0426 93.8754 92.6997 91.5108 90.3062 89.1017 87.9124 86.7212 85.5416 84.38 83.2293 82.1153 81.0458 80.0143 79.0191 78.0486 77.1211 76.2231 75.3507 74.5145 73.6921 72.8802 72.0831 71.3118 70.5555 69.798 69.1175 68.4884 67.8866 67.3517 66.8138 66.3725 65.9169 65.5763 65.34 65.1803 65.17 65.2884 65.5401 66.071 68.0378,48.4742,535.136,1, , , ,7
#26, ,1,82;116;60;84, , ,112.926 112.072 110.579 109.635 108.709 107.88 107.281 106.764 106.387 105.988 105.734 105.508 105.243 105.044 104.899 104.773 104.679 104.642 104.709 104.734 104.738 104.822 104.969 105.142 105.386 105.64 105.915 106.248 106.516 106.793 107.166 107.529 107.87 108.249 108.691 109.139 109.634 110.26 111.028 111.872 112.899 115.437 115.528 ;138.627 138.695 139.506 140.379 141.243 142.111 143.012 143.933 144.888 145.856 146.865 147.897 148.945 150.021 151.122 152.242 153.379 154.53 155.689 156.851 158.02 159.188 160.35 161.504 162.64 163.76 164.861 165.93 166.994 168.034 169.022 169.984 170.923 171.826 172.692 173.544 174.381 175.196 175.997 176.807 177.605 178.138 178.14 ;112.926 113.95 115.324 116.21 116.797 117.138 117.337 117.468 117.537 117.557 117.558 117.547 117.52 117.498 117.468 117.444 117.441 117.466 117.463 117.487 117.543 117.609 117.692 117.778 117.886 118.013 118.145 118.292 118.47 118.675 118.918 119.179 119.407 119.567 119.735 119.829 119.78 119.566 119.192 118.654 117.639 115.724 115.528 ; 138.627 138.935 140.113 141.24 142.342 143.419 144.477 145.518 146.538 147.535 148.51 149.465 150.397 151.309 152.2 153.074 153.933 154.78 155.618 156.45 157.276 158.098 158.92 159.745 160.577 161.418 162.275 163.148 164.035 164.939 165.858 166.799 167.778 168.8 169.84 170.913 172.024 173.164 174.319 175.481 176.709 178.085 178.14,40.2652,435.356,1, , , ,8
#26, ,1,121;30;61;82, , ,147.228 150.228 151.273 152.125 152.845 153.398 153.871 154.224 154.476 154.697 154.95 155.305 155.566 155.813 156.187 156.625 157.059 157.555 158.05 158.45 158.71 158.917 159.083 159.093 159.051 158.996 158.862 158.662 158.423 158.202 157.882 157.511 157.06 156.456 155.697 154.752 153.414 151.182 ;89.0689 88.9313 88.2015 87.4133 86.5788 85.6859 84.7624 83.8016 82.8143 81.8241 80.8481 79.9028 78.9326 77.9567 77.0083 76.0627 75.0923 74.1054 73.0788 71.99 70.8404 69.6579 68.4526 67.2263 66.0036 64.7942 63.6051 62.4445 61.3162 60.2153 59.1541 58.1284 57.1413 56.2013 55.3046 54.4492 53.6595 53.1454 ;147.228 144.652 144.105 143.978 143.99 144.016 144.09 144.218 144.391 144.605 144.867 145.075 145.239 145.409 145.56 145.704 145.839 145.937 145.996 146.044 146.102 146.173 146.261 146.338 146.384 146.406 146.411 146.409 146.417 146.426 146.441 146.477 146.569 146.744 147.102 147.771 148.828 151.182 ; 89.0689 87.2869 86.0878 85.0132 83.9855 82.9693 81.9732 80.9942 80.0251 79.0615 78.1044 77.1283 76.1392 75.1538 74.1701 73.2005 72.2533 71.3294 70.4346 69.5773 68.757 67.9653 67.1924 66.4248 65.6517 64.8666 64.0634 63.2369 62.3825 61.4997 60.5888 59.6494 58.6787 57.676 56.6303 55.5285 54.3656 53.1454,36.7802,382.831,1, , , ,9
#26, ,1,135;51;59;86, , ,161.368 161.231 159.738 159.046 158.467 158.015 157.787 157.74 157.78 157.816 157.835 157.872 157.939 158.014 158.096 158.189 158.296 158.386 158.443 158.496 158.562 158.606 158.591 158.556 158.552 158.565 158.533 158.456 158.394 158.364 158.315 158.241 158.193 158.192 158.191 158.145 158.148 158.295 158.571 158.803 159.088 159.885 162.764 ;74.1329 74.1666 75.5367 76.7243 77.8908 79.0336 80.1267 81.1745 82.1921 83.1955 84.185 85.1522 86.0954 87.0213 87.9333 88.8336 89.7245 90.6129 91.5017 92.3877 93.2708 94.1553 95.0428 95.9299 96.8151 97.6998 98.5835 99.4645 100.345 101.229 102.114 103 103.896 104.807 105.732 106.664 107.62 108.62 109.662 110.71 111.778 112.952 114.502 ;161.368 161.374 163.346 164.469 165.426 166.262 166.959 167.561 168.119 168.628 169.085 169.491 169.856 170.171 170.425 170.64 170.822 170.993 171.161 171.302 171.394 171.457 171.538 171.618 171.656 171.647 171.636 171.623 171.574 171.467 171.338 171.196 170.992 170.694 170.369 170.063 169.666 169.078 168.33 167.695 167.025 165.824 162.764 ; 74.1329 74.1336 74.7046 75.4693 76.2677 77.0892 77.9405 78.8162 79.7117 80.6342 81.587 82.5701 83.5796 84.6152 85.6748 86.7503 87.8376 88.9308 90.0284 91.1322 92.2421 93.3543 94.4651 95.5765 96.6899 97.8044 98.9196 100.036 101.151 102.262 103.369 104.47 105.558 106.624 107.671 108.707 109.71 110.659 111.558 112.464 113.352 114.129 114.502,41.0179,452.59,1, , , ,10
#26, ,1,155;11;77;59, , ,177.998 179.492 180.87 182.035 183.145 184.215 185.231 186.187 187.094 187.957 188.783 189.583 190.353 191.094 191.817 192.527 193.227 193.921 194.613 195.307 196.007 196.722 197.454 198.204 198.98 199.793 200.652 201.562 202.529 203.547 204.614 205.764 207.054 209.104 ;44.2943 46.2565 46.99 47.2158 47.3441 47.4364 47.4706 47.4405 47.3749 47.2849 47.187 47.1148 47.0409 46.9449 46.8564 46.7986 46.755 46.7273 46.7156 46.7213 46.7457 46.7796 46.8465 46.9606 47.1076 47.26 47.4046 47.5304 47.6142 47.6617 47.6574 47.4976 47.0235 44.7201 ;177.998 177.747 178.26 178.893 179.624 180.423 181.279 182.192 183.175 184.215 185.308 186.449 187.628 188.852 190.105 191.374 192.661 193.955 195.249 196.535 197.812 199.063 200.27 201.433 202.554 203.614 204.604 205.529 206.383 207.192 207.953 208.668 209.259 209.104 ; 44.2943 41.9665 40.574 39.4595 38.5455 37.7352 36.9925 36.3091 35.7166 35.1895 34.726 34.3276 33.9759 33.7344 33.5689 33.4293 33.385 33.429 33.5225 33.6782 33.8675 34.1642 34.5785 35.0435 35.5258 36.0793 36.7042 37.3848 38.1384 38.9164 39.7453 40.6425 41.8158 44.7201,32.6147,357.34,1, , , ,11
#26, ,1,175;106;81;61, , ,196.972 197.422 198.362 199.34 200.349 201.375 202.406 203.436 204.458 205.468 206.46 207.432 208.383 209.315 210.23 211.129 212.017 212.896 213.765 214.629 215.486 216.335 217.183 218.034 218.882 219.728 220.574 221.419 222.263 223.113 223.985 224.876 225.796 226.755 227.758 228.805 229.907 231.084 232.408 234.076 234.289 ;135.14 136.869 138.447 139.446 140.044 140.438 140.755 141.026 141.227 141.373 141.485 141.577 141.658 141.749 141.886 142.019 142.105 142.16 142.194 142.205 142.228 142.282 142.335 142.388 142.473 142.586 142.725 142.9 143.114 143.363 143.614 143.882 144.15 144.394 144.593 144.727 144.75 144.581 144.01 142.53 142.103 ;196.972 197.538 198.567 199.575 200.562 201.531 202.494 203.46 204.434 205.423 206.43 207.46 208.51 209.579 210.664 211.762 212.869 213.985 215.108 216.228 217.344 218.467 219.579 220.672 221.766 222.854 223.935 225.006 226.034 227.057 228.021 228.945 229.822 230.644 231.415 232.149 232.835 233.479 234.066 234.304 234.289 ; 135.14 133.683 132.555 131.618 130.831 130.332 129.928 129.629 129.393 129.187 129.001 128.857 128.781 128.749 128.72 128.733 128.784 128.866 128.991 129.226 129.519 129.775 130.103 130.506 130.879 131.257 131.643 132.041 132.532 132.982 133.527 134.101 134.711 135.379 136.104 136.876 137.745 138.73 139.887 141.957 142.103,38.6823,408.929,1, , , ,12
#26, ,1,195;19;65;83, , ,217.233 218.6 219.788 220.898 221.997 223.102 224.223 225.354 226.481 227.602 228.714 229.841 230.937 232.02 233.094 234.155 235.185 236.178 237.145 238.081 238.99 239.881 240.779 241.681 242.575 243.451 244.297 245.126 245.963 246.721 247.422 248.07 248.699 249.246 249.753 250.227 250.654 251.043 251.361 251.577 251.742 251.906 252.072 252.154 252.129 252.046 251.908 251.679 251.321 250.728 249.56 247.551 ;75.436 77.6577 78.4619 78.8356 79.0715 79.2319 79.3357 79.35 79.2289 78.9987 78.6749 78.3424 77.8991 77.4076 76.8931 76.3478 75.7448 75.0837 74.3935 73.6681 72.9177 72.1515 71.3959 70.6388 69.8616 69.0515 68.1969 67.3133 66.42 65.4496 64.4296 63.3721 62.3027 61.1908 60.0669 58.9361 57.7952 56.6524 55.5004 54.3382 53.1862 52.0563 50.9461 49.8367 48.7265 47.6256 46.5346 45.4489 44.3646 43.2727 42.1421 40.9829 ;217.233 217.585 218.378 219.2 220.05 220.9 221.73 222.55 223.355 224.144 224.919 225.673 226.409 227.137 227.847 228.563 229.275 229.97 230.655 231.333 232.012 232.684 233.327 233.936 234.511 235.053 235.566 236.031 236.481 236.917 237.331 237.71 238.056 238.387 238.711 239.023 239.301 239.547 239.779 240.022 240.275 240.514 240.74 241.045 241.376 241.728 242.14 242.666 243.311 244.177 245.217 247.551 ; 75.436 72.7486 71.6711 70.7907 70.1227 69.5561 69.0302 68.5811 68.1933 67.8398 67.5103 67.1681 66.8142 66.4638 66.0815 65.7151 65.3383 64.9241 64.485 64.0265 63.5591 63.076 62.5553 62 61.4191 60.8182 60.2066 59.5679 58.9344 58.3043 57.6684 57.0152 56.3445 55.665 54.9764 54.2737 53.5462 52.7941 52.0231 51.2369 50.4323 49.6028 48.7517 47.8979 47.0311 46.1507 45.2628 44.3739 43.4831 42.5994 41.7162 40.9829,50.8183,546.919,1, , , ,13
#26, ,1,197;69;60;79, , ,229.404 226.904 225.728 224.78 223.96 223.254 222.665 222.161 221.727 221.334 220.975 220.68 220.398 220.116 219.913 219.771 219.69 219.659 219.691 219.738 219.793 219.931 220.154 220.437 220.738 221.065 221.452 221.932 222.479 223.065 223.77 224.538 225.406 226.447 227.741 230.19 230.241 ;91.7384 92.1193 92.8481 93.6318 94.4511 95.3117 96.2222 97.1792 98.1795 99.2144 100.279 101.375 102.489 103.62 104.774 105.944 107.126 108.315 109.51 110.708 111.911 113.11 114.296 115.463 116.611 117.737 118.824 119.855 120.831 121.758 122.614 123.425 124.19 124.901 125.547 125.872 125.865 ;229.404 231.346 232.294 232.804 233.088 233.233 233.226 233.199 233.169 233.156 233.162 233.165 233.169 233.19 233.233 233.284 233.304 233.289 233.284 233.311 233.357 233.41 233.466 233.525 233.594 233.681 233.799 233.934 234.058 234.156 234.175 234.135 233.996 233.555 232.565 230.434 230.241 ; 91.7384 93.2405 94.509 95.6707 96.7732 97.8293 98.828 99.7983 100.742 101.666 102.57 103.452 104.317 105.168 106.006 106.831 107.644 108.449 109.249 110.043 110.832 111.62 112.411 113.211 114.025 114.855 115.704 116.577 117.488 118.442 119.452 120.506 121.607 122.8 124.145 125.802 125.865,35.0467,388.357,1, , , ,14
#27, ,1,1;120;57;80, , ,18.7504 20.1058 21.3157 21.7826 22.0171 22.1145 22.1202 22.0719 21.9986 21.9061 21.7977 21.7214 21.6567 21.5862 21.5242 21.4879 21.4655 21.4579 21.4468 21.4435 21.4557 21.4861 21.5575 21.6656 21.8297 22.0373 22.2225 22.4151 22.6161 22.8773 23.1842 23.5247 23.93 24.3222 24.7225 25.1685 25.6111 26.0987 26.5756 27.099 27.6074 28.1405 28.6676 29.1637 29.6309 30.1251 30.5833 31.0837 31.6182 32.1658 32.7153 33.2476 33.77 34.2665 34.712 35.1589 35.4854 35.5096 34.1037 34.0972 ;194.538 193.639 192.241 191.064 189.964 188.918 187.921 186.965 186.04 185.14 184.26 183.385 182.519 181.661 180.809 179.962 179.121 178.288 177.464 176.647 175.837 175.032 174.231 173.432 172.638 171.845 171.036 170.215 169.381 168.554 167.732 166.916 166.122 165.323 164.527 163.754 162.981 162.234 161.481 160.753 160.012 159.28 158.538 157.772 156.983 156.214 155.422 154.664 153.934 153.215 152.493 151.75 150.988 150.185 149.311 148.411 147.362 145.985 143.151 143.142 ;18.7504 16.6554 15.4277 14.515 13.6757 12.9183 12.2203 11.7376 11.3521 11.0024 10.7601 10.512 10.2808 10.1196 9.9712 9.85399 9.76642 9.71044 9.68588 9.7103 9.7961 9.93983 10.1437 10.3721 10.6447 10.8931 11.3041 11.7068 12.1266 12.5472 12.9658 13.3814 13.7222 14.1178 14.5828 15.0038 15.4599 15.9032 16.4335 16.9556 17.5624 18.1413 18.7735 19.4118 20.0416 20.6861 21.3739 22.0899 22.8312 23.5864 24.3229 25.0769 25.9005 26.7671 27.7443 28.8008 29.9781 31.3913 33.2804 34.0972 ; 194.538 194.655 193.974 193.197 192.392 191.549 190.663 189.691 188.669 187.618 186.527 185.429 184.318 183.191 182.056 180.912 179.759 178.597 177.425 176.246 175.062 173.878 172.701 171.53 170.375 169.223 168.121 167.034 165.968 164.915 163.872 162.836 161.772 160.732 159.723 158.692 157.676 156.651 155.674 154.695 153.773 152.842 151.953 151.074 150.191 149.316 148.469 147.64 146.83 146.035 145.227 144.441 143.726 143.067 142.537 142.115 141.844 141.836 142.321 143.142,58.3392,612.522,1, , , ,1
#27, ,1,1;28;58;82, , ,23.302 21.4565 20.9845 20.9573 21.1862 21.5304 21.9114 22.2984 22.671 23.0302 23.3623 23.6682 23.9752 24.2837 24.5625 24.8541 25.1057 25.3215 25.5143 25.6842 25.8282 25.9388 26.0068 26.0597 26.1095 26.1309 26.106 26.0404 25.9962 25.9322 25.8634 25.8492 25.8685 25.8993 25.984 26.2018 26.5243 27.1665 28.6511 29.9921 ;51.4991 53.2971 54.8121 56.0315 57.0706 58.0119 58.8989 59.7462 60.5642 61.3522 62.1205 62.874 63.6075 64.3319 65.0677 65.8051 66.5647 67.3431 68.1347 68.9385 69.7548 70.585 71.4297 72.2857 73.1526 74.0308 74.9184 75.8121 76.7126 77.6182 78.5312 79.4603 80.4079 81.3734 82.3618 83.3813 84.4235 85.5103 86.704 87.8722 ;23.302 25.7089 27.0601 28.1536 29.0841 29.9022 30.6668 31.3841 32.0915 32.8061 33.4222 34.0175 34.4712 34.866 35.186 35.4277 35.6514 35.9188 36.1773 36.3703 36.4924 36.5613 36.6205 36.6658 36.6604 36.6162 36.5887 36.6125 36.6251 36.5732 36.4663 36.2552 35.9475 35.5755 35.1909 34.6396 33.9775 33.1695 32.1219 29.9921 ; 51.4991 50.4751 50.7777 51.2521 51.8444 52.532 53.2844 54.1023 54.9641 55.8613 56.8498 57.8773 58.9901 60.1326 61.3 62.4834 63.6586 64.8118 65.9626 67.1225 68.2875 69.4496 70.6013 71.7435 72.8774 74.0008 75.1139 76.2207 77.3226 78.4155 79.4956 80.5528 81.5818 82.5825 83.5613 84.5011 85.4139 86.3017 87.1588 87.8722,38.5018,375.273,1, , , ,2
#27, ,1,15;29;59;83, , ,40.3026 41.7874 43.4035 44.4297 45.3013 46.0777 46.7826 47.4272 47.9904 48.4787 48.9096 49.268 49.5841 49.8731 50.1328 50.3941 50.6135 50.7951 50.9381 51.1032 51.1895 51.2362 51.2815 51.3261 51.279 51.2052 51.1069 50.9102 50.6934 50.4783 50.2775 50.0207 49.6515 49.2649 48.8083 48.2741 47.7056 46.9889 46.0929 45.0905 42.0733 ;89.0956 89.2612 88.9015 88.2764 87.5697 86.797 85.9618 85.0674 84.1089 83.0952 82.0398 80.9467 79.8351 78.7158 77.5924 76.4722 75.3467 74.2171 73.0835 71.9495 70.8067 69.6593 68.5083 67.3522 66.1962 65.042 63.8933 62.7651 61.6541 60.5588 59.4761 58.4198 57.4058 56.4161 55.4633 54.5478 53.6548 52.8073 52.0071 51.2308 50.9527 ;40.3026 38.9523 38.0178 37.8787 37.954 38.1223 38.2805 38.3626 38.5403 38.804 39.0459 39.2084 39.3196 39.397 39.457 39.5152 39.5679 39.615 39.6472 39.6688 39.6724 39.653 39.6137 39.5564 39.4922 39.411 39.2941 39.1355 38.9334 38.7633 38.6253 38.4888 38.3468 38.2179 38.1369 38.1242 38.1959 38.3815 38.8324 39.4837 42.0733 ; 89.0956 87.9909 86.4845 85.3339 84.2901 83.3087 82.3502 81.3912 80.5014 79.6678 78.8437 78.0071 77.1651 76.3192 75.4704 74.62 73.7669 72.9117 72.0548 71.1987 70.3445 69.4935 68.6465 67.804 66.9643 66.1253 65.2858 64.4439 63.5977 62.7322 61.8443 60.9391 60.0174 59.0734 58.0985 57.089 56.0448 54.9638 53.8144 52.6183 50.9527,39.4217,398.026,1, , , ,3
#27, ,1,23;1;70;66, , ,47.4722 49.8313 51.4249 52.4718 53.3842 54.1957 54.919 55.6062 56.2497 56.8392 57.3921 57.936 58.497 59.0408 59.5642 60.12 60.7097 61.3245 61.9542 62.6107 63.27 63.9251 64.5844 65.2225 65.8187 66.4285 67.046 67.707 68.3498 68.9438 69.5015 70.0242 70.462 70.7165 70.7571 68.9624 68.9539 ;42.9359 44.1343 44.0516 43.59 43.0352 42.4086 41.717 40.9958 40.2408 39.4484 38.6359 37.827 37.0429 36.2592 35.4713 34.715 33.9886 33.2812 32.5813 31.896 31.2036 30.4976 29.7865 29.0513 28.2773 27.5165 26.7647 26.0537 25.3258 24.5501 23.7351 22.8794 21.9344 20.8072 19.4709 16.3872 16.3779 ;47.4722 46.3639 45.2313 45.1302 45.3167 45.6114 46.0143 46.5097 47.0373 47.5729 48.1052 48.665 49.2312 49.8352 50.4804 51.1116 51.8002 52.4594 53.1101 53.7813 54.4576 55.1229 55.7996 56.4719 57.1363 57.819 58.5205 59.2058 59.9239 60.6781 61.5 62.3801 63.3589 64.4427 65.792 68.9483 68.9539 ; 42.9359 41.7421 39.785 38.5341 37.4716 36.4753 35.5474 34.679 33.8287 32.9779 32.1146 31.2572 30.3891 29.5336 28.6963 27.84 27.0243 26.1877 25.3497 24.537 23.7393 22.943 22.1656 21.3903 20.6098 19.8438 19.0921 18.3242 17.5865 16.8852 16.2524 15.6824 15.215 14.8557 14.7544 16.3737 16.3779,34.5833,358.482,1, , , ,4
#27, ,1,24;143;74;57, , ,49.907 52.5073 53.7936 54.7501 55.5388 56.2373 56.8843 57.452 57.972 58.4616 58.9163 59.3875 59.8865 60.365 60.8715 61.3769 61.9034 62.4046 62.9589 63.5016 64.0714 64.6233 65.1855 65.7459 66.2981 66.8599 67.4326 68.014 68.604 69.1966 69.7991 70.416 71.04 71.6464 72.2584 72.8833 73.5255 74.163 74.7777 75.2458 74.8134 ;196.355 196.465 195.902 195.232 194.519 193.793 193.068 192.328 191.584 190.84 190.094 189.367 188.664 187.957 187.269 186.581 185.904 185.204 184.537 183.856 183.193 182.512 181.842 181.176 180.514 179.876 179.268 178.686 178.129 177.585 177.055 176.54 176.022 175.448 174.838 174.192 173.51 172.741 171.848 170.563 168.055 ;49.907 48.0815 47.2433 46.9163 46.8178 46.8294 46.929 47.1487 47.4948 47.7991 48.2039 48.6506 49.15 49.6965 50.2801 50.8814 51.5143 52.1947 52.8933 53.6009 54.3425 55.1179 55.8877 56.6748 57.4861 58.3111 59.1661 60.0699 61.0279 62.0208 63.0376 64.0751 65.1339 66.2285 67.3687 68.5366 69.7024 70.8759 72.0801 73.3894 74.8134 ; 196.355 194.86 193.515 192.335 191.211 190.1 188.995 187.914 186.868 185.785 184.731 183.683 182.653 181.642 180.651 179.671 178.715 177.797 176.898 176.013 175.16 174.339 173.513 172.698 171.894 171.088 170.294 169.536 168.829 168.162 167.531 166.942 166.408 165.97 165.671 165.51 165.449 165.514 165.754 166.316 168.055,39.1447,421.624,1, , , ,5
#27, ,1,66;80;76;85, , ,88.7256 89.596 91.1073 92.2463 93.3507 94.4451 95.5206 96.5697 97.5978 98.6328 99.6883 100.724 101.806 102.846 103.885 104.897 105.838 106.729 107.597 108.443 109.276 110.103 110.917 111.706 112.439 113.101 113.736 114.357 114.907 115.425 115.922 116.416 116.906 117.385 117.839 118.245 118.612 119.025 119.313 119.578 119.76 119.874 119.933 119.945 119.866 119.677 119.39 118.968 118.225 117.168 115.153 ;139.726 141.228 142.266 142.395 142.426 142.404 142.297 142.079 141.766 141.421 141.071 140.629 140.219 139.678 139.09 138.423 137.638 136.79 135.925 135.046 134.166 133.286 132.398 131.49 130.543 129.555 128.559 127.566 126.543 125.513 124.483 123.46 122.439 121.414 120.377 119.318 118.241 117.172 116.058 114.934 113.79 112.638 111.487 110.347 109.216 108.098 107.001 105.921 104.839 103.75 102.619 ;88.7256 88.282 88.6203 89.3041 90.0449 90.8166 91.6086 92.4004 93.1823 93.9452 94.6835 95.4335 96.1459 96.8527 97.5284 98.1711 98.8031 99.4194 100.022 100.589 101.133 101.653 102.147 102.603 103.042 103.476 103.89 104.294 104.694 105.097 105.472 105.801 106.135 106.442 106.712 106.983 107.282 107.561 107.808 108.091 108.394 108.663 108.905 109.185 109.499 109.82 110.199 110.714 111.547 112.604 115.153 ; 139.726 138.037 136.227 135.261 134.447 133.737 133.115 132.54 131.994 131.458 130.925 130.472 130.004 129.579 129.145 128.695 128.25 127.791 127.312 126.785 126.228 125.639 125.021 124.366 123.693 123.008 122.298 121.572 120.832 120.082 119.308 118.505 117.701 116.884 116.055 115.233 114.425 113.617 112.806 112.009 111.215 110.407 109.583 108.749 107.897 107.021 106.124 105.211 104.301 103.392 102.619,49.1993,520.754,1, , , ,6
#27, ,1,71;42;77;84, , ,99.8965 101.323 102.914 103.783 104.383 104.845 105.215 105.48 105.733 105.978 106.177 106.326 106.48 106.647 106.834 107.054 107.322 107.58 107.869 108.171 108.47 108.819 109.215 109.622 110.066 110.491 110.952 111.444 111.956 112.518 113.119 113.743 114.382 115.019 115.667 116.316 116.978 117.654 118.347 119.048 119.776 120.502 121.227 121.948 122.667 123.379 124.087 124.785 125.462 126.06 125.704 ;103.651 103.151 102.113 101.095 100.097 99.1253 98.1868 97.2835 96.4152 95.5796 94.7692 93.9762 93.201 92.4423 91.6996 90.9746 90.2709 89.5692 88.8806 88.1984 87.5125 86.8457 86.1977 85.5452 84.9044 84.2358 83.5783 82.9342 82.2964 81.6976 81.1353 80.5979 80.0797 79.5606 79.0579 78.554 78.0667 77.5933 77.139 76.6816 76.2585 75.8118 75.3391 74.8309 74.2812 73.6718 72.9963 72.2393 71.3734 70.2455 67.6738 ;99.8965 98.1891 97.0134 96.0624 95.336 94.7974 94.3819 94.0106 93.877 93.794 93.8074 93.9119 94.0508 94.2616 94.5151 94.8013 95.2001 95.62 96.0586 96.5622 97.1068 97.7322 98.4013 99.1174 99.8671 100.64 101.424 102.244 103.08 103.898 104.724 105.568 106.446 107.356 108.28 109.245 110.241 111.25 112.279 113.34 114.399 115.45 116.515 117.596 118.714 119.847 120.996 122.134 123.27 124.584 125.704 ; 103.651 103.226 102.253 101.271 100.271 99.2434 98.1822 97.084 95.9541 94.7964 93.6202 92.4335 91.2356 90.0357 88.8335 87.6297 86.4517 85.28 84.1133 82.9714 81.8484 80.7701 79.7255 78.7231 77.7589 76.8274 75.9191 75.0513 74.2086 73.3557 72.5131 71.6879 70.898 70.1443 69.4073 68.7235 68.086 67.4761 66.9098 66.4179 65.949 65.4967 65.1068 64.7984 64.6362 64.5951 64.6973 64.881 65.1563 66.017 67.6738,48.8912,541.593,1, , , ,7
